contains_dock,city,url,address,bedrooms,bathrooms,sqft,listing_price,cash_down_payment,loan_type,rate,remaining_balance,home_total
False,Kingston,https://www.withroam.com/listing/23-OXFORD-LN-KINGSTON-GA-30145/132291,"23 Oxford Ln, Kingston, GA 30145",4,3,2000,"$330,000","$154,657",,2.8%,"$175,342","$1,461"
False,Lilburn,https://www.withroam.com/listing/4020-RED-CANOE-BND-LILBURN-GA-30047/136598,"4020 Red Canoe Bnd, Lilburn, GA 30047",4,2,3563,"$675,000","$310,954",,2.9%,"$364,045","$3,192"
False,Woodstock,https://www.withroam.com/listing/410-LIMA-CT-WOODSTOCK-GA-30188/253741,"410 Lima Ct, Woodstock, GA 30188",4,3,3016,"$385,000","$183,516",,2.99%,"$201,483","$1,590"
False,Jonesboro,https://www.withroam.com/listing/9340-BASSWOOD-WAY-JONESBORO-GA-30236/228557,"9340 Basswood Way, Jonesboro, GA 30236",5,2,3918,"$339,000","$139,201",,3.28%,"$199,798","$1,627"
False,Mansfield,https://www.withroam.com/listing/946-GAITHERS-RD-MANSFIELD-GA-30055/132662,"946 Gaithers Rd, Mansfield, GA 30055",3,3,4826,"$649,000","$296,324",,3%,"$352,675","$2,612"
False,Douglasville,https://www.withroam.com/listing/3213-BLACKLEY-OLD-RD-DOUGLASVILLE-GA-30135/179007,"3213 Blackley Old Rd, Douglasville, GA 30135",5,5,3444,"$585,000","$238,795",,3.5%,"$346,204","$2,698"
False,Austell,https://www.withroam.com/listing/4691-BO-HENDRICK-DR-AUSTELL-GA-30106/178996,"4691 Bo Hendrick Dr, Austell, GA 30106",3,2,1284,"$284,999","$113,207",,3.45%,"$171,791","$1,348"
False,Bonaire,https://www.withroam.com/listing/105-WRIGHT-LN-BONAIRE-GA-31005/248008,"105 Wright Ln, Bonaire, GA 31005",3,3,1630,"$289,000","$163,314",,2.25%,"$125,685",$910
False,Newnan,https://www.withroam.com/listing/283-SAWGRASS-MANOR-DR-NEWNAN-GA-30265/191779,"283 Sawgrass Manor Dr, Newnan, GA 30265",3,2,1322,"$319,900","$44,426",,5.375%,"$275,473","$2,077"
False,Kennesaw,https://www.withroam.com/listing/3163-OLD-41-HWY-NW-KENNESAW-GA-30144/257385,"3163 Old 41 Hwy NW, Kennesaw, GA 30144",4,3,2600,"$389,900","$216,412",,2.95%,"$173,487","$1,474"
False,Powder Springs,https://www.withroam.com/listing/3215-ROSE-PETAL-LN-POWDER-SPRINGS-GA-30127/240355,"3215 Rose Petal Ln, Powder Springs, GA 30127",4,3,3498,"$460,000","$222,492",,2.875%,"$237,507","$1,733"
False,Atlanta,https://www.withroam.com/listing/253-LAWTON-ST-SW-ATLANTA-GA-30314/204693,"253 Lawton St SW, Atlanta, GA 30314",,,,"$399,990","$58,177",,5.375%,"$341,812","$2,591"
False,Canton,https://www.withroam.com/listing/251-PARC-DR-CANTON-GA-30114/255712,"251 Parc Dr, Canton, GA 30114",4,4,3484,"$659,900","$365,436",,3.26%,"$294,463","$2,607"
False,Acworth,https://www.withroam.com/listing/5729-BROOKSTONE-WALK-NW-ACWORTH-GA-30101/243251,"5729 Brookstone Walk NW, Acworth, GA 30101",6,4,4417,"$720,000","$376,973",,2.78%,"$343,026","$2,839"
False,Locust Grove,https://www.withroam.com/listing/703-PAUL-REVERE-DR-LOCUST-GROVE-GA-30248/226932,"703 Paul Revere Dr, Locust Grove, GA 30248",5,3,2309,"$355,000","$180,867",,2.9%,"$174,132","$1,437"
False,Griffin,https://www.withroam.com/listing/306-VINE-CT-GRIFFIN-GA-30223/276673,"306 Vine Ct, Griffin, GA 30223",4,3,1793,"$317,660","$50,044",,5.49%,"$267,615","$2,138"
False,Atlanta,https://www.withroam.com/listing/1405-ATTWATER-DR-ATLANTA-GA-30316/137754,"1405 Attwater Dr, Atlanta, GA 30316",4,4,1850,"$395,000","$108,965",,5.375%,"$286,034","$2,890"
False,Lawrenceville,https://www.withroam.com/listing/989-PARK-KNOLL-CT-LAWRENCEVILLE-GA-30043/137075,"989 Park Knoll Ct, Lawrenceville, GA 30043",5,3,2990,"$450,000","$235,210",,3%,"$214,789","$1,810"
False,Stone Mountain,https://www.withroam.com/listing/1053-ALLGOOD-RD-STONE-MOUNTAIN-GA-30083/179189,"1053 Allgood Rd, Stone Mountain, GA 30083",2,3,1593,"$375,000","$221,835",,2.98%,"$153,164","$1,410"
False,Cumming,https://www.withroam.com/listing/4240-SPRING-RIDGE-DR-CUMMING-GA-30028/251624,"4240 Spring Ridge Dr, Cumming, GA 30028",4,3,2226,"$500,000","$274,040",,2.9%,"$225,959","$2,070"
False,Suwanee,https://www.withroam.com/listing/3335-ASHTON-DR-SUWANEE-GA-30024/250640,"3335 Ashton Dr, Suwanee, GA 30024",3,2,3015,"$619,000","$448,657",,3.09%,"$170,342","$2,127"
False,Loganville,https://www.withroam.com/listing/1510-PECAN-PLANTATION-CT-LOGANVILLE-GA-30052/247934,"1510 Pecan Plantation Ct, Loganville, GA 30052",4,4,2360,"$659,900","$365,754",,2.88%,"$294,145","$2,544"
False,Stone Mountain,https://www.withroam.com/listing/3321-BORDER-DR-STONE-MOUNTAIN-GA-30087/282548,"3321 Border Dr, Stone Mountain, GA 30087",3,2,1575,"$240,000","$109,591",,3.6%,"$130,408","$1,105"
False,Carrollton,https://www.withroam.com/listing/102-WOODED-GLEN-LN-CARROLLTON-GA-30117/213766,"102 Wooded Glen Ln, Carrollton, GA 30117",3,2,2561,"$449,900","$221,748",,3.375%,"$228,152","$1,879"
False,Canton,https://www.withroam.com/listing/3501-GREAT-SKY-PKWY-CANTON-GA-30114/195596,"3501 Great Sky Pkwy, Canton, GA 30114",4,3,2275,"$440,000","$200,050",,3.68%,"$239,949","$2,125"
False,Lithonia,https://www.withroam.com/listing/6420-MARBUT-RD-LITHONIA-GA-30058/246216,"6420 Marbut Rd, Lithonia, GA 30058",2,3,1152,"$210,000","$44,351",,5.5%,"$165,648","$1,432"
False,Conyers,https://www.withroam.com/listing/2671-CLUB-FOREST-CT-SE-CONYERS-GA-30013/260976,"2671 Club Forest Ct SE, Conyers, GA 30013",3,2,1844,"$310,000","$166,309",,4.125%,"$143,690","$1,313"
False,Jonesboro,https://www.withroam.com/listing/999-DIXIE-DR-JONESBORO-GA-30236/200427,"999 Dixie Dr, Jonesboro, GA 30236",3,2,1374,"$225,000","$112,195",,3.5%,"$112,804",$954
False,Atlanta,https://www.withroam.com/listing/3466-CARRIAGE-CHASE-RD-ATLANTA-GA-30349/210734,"3466 Carriage Chase Rd, Atlanta, GA 30349",3,3,1544,"$400,000","$228,161",,3%,"$171,838","$1,562"
False,Atlanta,https://www.withroam.com/listing/1342-RIETVELD-ROW-NW-ATLANTA-GA-30318/219360,"1342 Rietveld Row NW, Atlanta, GA 30318",2,2,1820,"$423,500","$188,221",,3.94%,"$235,278","$2,483"
False,Locust Grove,https://www.withroam.com/listing/5269-HERON-BAY-BLVD-LOCUST-GROVE-GA-30248/196178,"5269 Heron Bay Blvd, Locust Grove, GA 30248",5,5,4158,"$692,000","$335,761",,3.7%,"$356,239","$2,951"
False,Hiram,https://www.withroam.com/listing/488-MORRIS-RD-HIRAM-GA-30141/149306,"488 Morris Rd, Hiram, GA 30141",4,3,3053,"$499,900","$340,902",,4.875%,"$158,997","$2,291"
